,Player,born,height,weight,Year
0,Curly Armstrong,1918.0,180.0,77.0,1949
1,Curly Armstrong,1918.0,180.0,77.0,1950
2,Curly Armstrong,1918.0,180.0,77.0,1951
6,Leo Barnhorst,1924.0,193.0,86.0,1950
7,Leo Barnhorst,1924.0,193.0,86.0,1951
8,Leo Barnhorst,1924.0,193.0,86.0,1952
9,Leo Barnhorst,1924.0,193.0,86.0,1953
10,Leo Barnhorst,1924.0,193.0,86.0,1954
30,Ed Bartels,1925.0,196.0,88.0,1950
32,Ed Bartels,1925.0,196.0,88.0,1951
39,Ralph Beard,1927.0,178.0,79.0,1950
40,Ralph Beard,1927.0,178.0,79.0,1951
43,Gene Berce,1926.0,180.0,79.0,1950
44,Charlie Black,1921.0,196.0,90.0,1949
46,Charlie Black,1921.0,196.0,90.0,1950
48,Charlie Black,1921.0,196.0,90.0,1952
59,Nelson Bobb,1924.0,183.0,77.0,1950
60,Nelson Bobb,1924.0,183.0,77.0,1951
61,Nelson Bobb,1924.0,183.0,77.0,1952
62,Nelson Bobb,1924.0,183.0,77.0,1953
75,Jake Bornheimer,1927.0,196.0,90.0,1949
76,Jake Bornheimer,1927.0,196.0,90.0,1950
77,Vince Boryla,1927.0,196.0,95.0,1950
78,Vince Boryla,1927.0,196.0,95.0,1951
79,Vince Boryla,1927.0,196.0,95.0,1952
80,Vince Boryla,1927.0,196.0,95.0,1953
81,Vince Boryla,1927.0,196.0,95.0,1954
102,Don Boven,1925.0,193.0,95.0,1950
103,Don Boven,1925.0,193.0,95.0,1952
104,Don Boven,1925.0,193.0,95.0,1953
127,Harry Boykoff,1922.0,208.0,102.0,1950
128,Harry Boykoff,1922.0,208.0,102.0,1951
136,Joe Bradley,1928.0,190.0,79.0,1950
137,Bob Brannum,1925.0,196.0,97.0,1950
138,Bob Brannum,1925.0,196.0,97.0,1952
139,Bob Brannum,1925.0,196.0,97.0,1953
140,Bob Brannum,1925.0,196.0,97.0,1954
141,Bob Brannum,1925.0,196.0,97.0,1955
162,Carl Braun,1927.0,196.0,81.0,1948
163,Carl Braun,1927.0,196.0,81.0,1949
164,Carl Braun,1927.0,196.0,81.0,1950
165,Carl Braun,1927.0,196.0,81.0,1953
166,Carl Braun,1927.0,196.0,81.0,1954
167,Carl Braun,1927.0,196.0,81.0,1955
168,Carl Braun,1927.0,196.0,81.0,1956
169,Carl Braun,1927.0,196.0,81.0,1957
170,Carl Braun,1927.0,196.0,81.0,1958
171,Carl Braun,1927.0,196.0,81.0,1959
172,Carl Braun,1927.0,196.0,81.0,1960
173,Carl Braun,1927.0,196.0,81.0,1961
174,Carl Braun,1927.0,196.0,81.0,1962
305,Frankie Brian,1923.0,185.0,81.0,1950
306,Frankie Brian,1923.0,185.0,81.0,1951
307,Frankie Brian,1923.0,185.0,81.0,1952
308,Frankie Brian,1923.0,185.0,81.0,1953
309,Frankie Brian,1923.0,185.0,81.0,1954
310,Frankie Brian,1923.0,185.0,81.0,1955
311,Frankie Brian,1923.0,185.0,81.0,1956
354,Price Brookfield,1920.0,193.0,83.0,1949
355,Price Brookfield,1920.0,193.0,83.0,1950
356,Bob Brown,1923.0,193.0,92.0,1949
357,Bob Brown,1923.0,193.0,92.0,1950
358,Walt Budko,1925.0,196.0,99.0,1949
359,Walt Budko,1925.0,196.0,99.0,1950
360,Walt Budko,1925.0,196.0,99.0,1951
361,Walt Budko,1925.0,196.0,99.0,1952
370,Jack Burmaster,1926.0,190.0,86.0,1950
371,Tommy Byrnes,1923.0,190.0,79.0,1947
372,Tommy Byrnes,1923.0,190.0,79.0,1948
373,Tommy Byrnes,1923.0,190.0,79.0,1949
375,Tommy Byrnes,1923.0,190.0,79.0,1950
376,Tommy Byrnes,1923.0,190.0,79.0,1951
403,Bill Calhoun,1927.0,190.0,81.0,1949
404,Bill Calhoun,1927.0,190.0,81.0,1950
405,Bill Calhoun,1927.0,190.0,81.0,1951
406,Bill Calhoun,1927.0,190.0,81.0,1952
407,Bill Calhoun,1927.0,190.0,81.0,1953
409,Bill Calhoun,1927.0,190.0,81.0,1954
410,Bill Calhoun,1927.0,190.0,81.0,1955
459,Don Carlson,1919.0,183.0,77.0,1947
460,Don Carlson,1919.0,183.0,77.0,1949
461,Don Carlson,1919.0,183.0,77.0,1950
462,Don Carlson,1919.0,183.0,77.0,1951
467,Bob Carpenter,1917.0,196.0,90.0,1950
468,Bob Carpenter,1917.0,196.0,90.0,1951
476,Jake Carter,1924.0,193.0,88.0,1950
480,Al Cervi,1917.0,180.0,77.0,1950
481,Al Cervi,1917.0,180.0,77.0,1951
482,Al Cervi,1917.0,180.0,77.0,1952
483,Al Cervi,1917.0,180.0,77.0,1953
496,John Chaney,1920.0,190.0,83.0,1950
500,Leroy Chollet,1925.0,188.0,86.0,1950
501,Leroy Chollet,1925.0,188.0,86.0,1951
504,Paul Cloyd,1920.0,188.0,81.0,1950
508,Jack Coleman,1924.0,201.0,88.0,1950
509,Jack Coleman,1924.0,201.0,88.0,1951
510,Jack Coleman,1924.0,201.0,88.0,1952
511,Jack Coleman,1924.0,201.0,88.0,1953
512,Jack Coleman,1924.0,201.0,88.0,1954
513,Jack Coleman,1924.0,201.0,88.0,1955
514,Jack Coleman,1924.0,201.0,88.0,1956
516,Jack Coleman,1924.0,201.0,88.0,1957
517,Jack Coleman,1924.0,201.0,88.0,1958
608,Bobby Cook,1923.0,178.0,70.0,1950
609,Jack Cotton,1924.0,201.0,90.0,1950
610,Chink Crossin,1923.0,185.0,74.0,1948
611,Chink Crossin,1923.0,185.0,74.0,1949
612,Chink Crossin,1923.0,185.0,74.0,1950
613,Fran Curran,1922.0,183.0,79.0,1949
614,Fran Curran,1922.0,183.0,79.0,1950
615,Jimmy Darden,1922.0,185.0,77.0,1950
616,Earl Dodd,1924.0,196.0,79.0,1950
617,Joe Dolhon,1927.0,183.0,79.0,1950
618,Joe Dolhon,1927.0,183.0,79.0,1951
621,Bob Doll,1919.0,196.0,88.0,1947
622,Bob Doll,1919.0,196.0,88.0,1948
623,Bob Doll,1919.0,196.0,88.0,1949
624,Bob Doll,1919.0,196.0,88.0,1950
625,Harry Donovan,1926.0,188.0,81.0,1950
626,Andy Duncan,1922.0,198.0,88.0,1949
627,Andy Duncan,1922.0,198.0,88.0,1950
628,Andy Duncan,1922.0,198.0,88.0,1951
632,Dike Eddleman,1922.0,190.0,85.0,1950
633,Dike Eddleman,1922.0,190.0,85.0,1951
634,Dike Eddleman,1922.0,190.0,85.0,1952
636,Dike Eddleman,1922.0,190.0,85.0,1953
657,Gene Englund,1917.0,196.0,92.0,1950
661,Bob Evans,1925.0,188.0,79.0,1950
662,Johnny Ezersky,1922.0,190.0,79.0,1948
663,Johnny Ezersky,1922.0,190.0,79.0,1949
666,Johnny Ezersky,1922.0,190.0,79.0,1950
674,George Feigenbaum,1929.0,185.0,83.0,1950
675,George Feigenbaum,1929.0,185.0,83.0,1953
678,Arnie Ferrin,1925.0,188.0,81.0,1949
679,Arnie Ferrin,1925.0,188.0,81.0,1950
680,Arnie Ferrin,1925.0,188.0,81.0,1951
684,Jerry Fleishman,1922.0,188.0,86.0,1947
685,Jerry Fleishman,1922.0,188.0,86.0,1948
686,Jerry Fleishman,1922.0,188.0,86.0,1949
687,Jerry Fleishman,1922.0,188.0,86.0,1950
688,Jerry Fleishman,1922.0,188.0,86.0,1953
694,Joe Fulks,1921.0,196.0,86.0,1947
695,Joe Fulks,1921.0,196.0,86.0,1948
696,Joe Fulks,1921.0,196.0,86.0,1949
697,Joe Fulks,1921.0,196.0,86.0,1950
698,Joe Fulks,1921.0,196.0,86.0,1951
699,Joe Fulks,1921.0,196.0,86.0,1952
700,Joe Fulks,1921.0,196.0,86.0,1953
701,Joe Fulks,1921.0,196.0,86.0,1954
734,Bill Gabor,1922.0,180.0,77.0,1950
735,Bill Gabor,1922.0,180.0,77.0,1951
736,Bill Gabor,1922.0,180.0,77.0,1952
737,Bill Gabor,1922.0,180.0,77.0,1953
738,Bill Gabor,1922.0,180.0,77.0,1954
739,Bill Gabor,1922.0,180.0,77.0,1955
770,Elmer Gainer,1918.0,198.0,88.0,1948
771,Elmer Gainer,1918.0,198.0,88.0,1950
772,Harry Gallatin,1927.0,198.0,95.0,1949
773,Harry Gallatin,1927.0,198.0,95.0,1950
774,Harry Gallatin,1927.0,198.0,95.0,1951
775,Harry Gallatin,1927.0,198.0,95.0,1952
776,Harry Gallatin,1927.0,198.0,95.0,1953
777,Harry Gallatin,1927.0,198.0,95.0,1954
778,Harry Gallatin,1927.0,198.0,95.0,1955
779,Harry Gallatin,1927.0,198.0,95.0,1956
780,Harry Gallatin,1927.0,198.0,95.0,1957
781,Harry Gallatin,1927.0,198.0,95.0,1958
862,Vern Gardner,1925.0,196.0,90.0,1950
863,Vern Gardner,1925.0,196.0,90.0,1951
864,Vern Gardner,1925.0,196.0,90.0,1952
871,Frank Gates,1920.0,183.0,72.0,1950
872,Dee Gibson,1923.0,180.0,79.0,1950
873,Hoot Gibson,1921.0,196.0,89.0,1950
877,Chuck Gilmur,1922.0,193.0,102.0,1947
878,Chuck Gilmur,1922.0,193.0,102.0,1948
879,Chuck Gilmur,1922.0,193.0,102.0,1949
880,Chuck Gilmur,1922.0,193.0,102.0,1950
881,Chuck Gilmur,1922.0,193.0,102.0,1951
887,Normie Glick,1927.0,201.0,86.0,1950
888,Paul Gordon,1927.0,190.0,83.0,1950
889,Bud Grant,1927.0,190.0,88.0,1950
890,Bud Grant,1927.0,190.0,88.0,1951
893,Don Grate,1923.0,188.0,83.0,1950
894,Alex Groza,1926.0,201.0,98.0,1950
895,Alex Groza,1926.0,201.0,98.0,1951
898,Al Guokas,1925.0,196.0,90.0,1950
902,Robert Hahn,1925.0,208.0,108.0,1950
903,Chick Halbert,1919.0,206.0,102.0,1947
904,Chick Halbert,1919.0,206.0,102.0,1948
906,Chick Halbert,1919.0,206.0,102.0,1949
908,Chick Halbert,1919.0,206.0,102.0,1950
909,Chick Halbert,1919.0,206.0,102.0,1951
911,Bruce Hale,1918.0,185.0,77.0,1949
913,Bruce Hale,1918.0,185.0,77.0,1950
914,Bruce Hale,1918.0,185.0,77.0,1951
919,Dale Hamilton,1919.0,183.0,81.0,1950
920,Alex Hannum,1923.0,201.0,95.0,1950
921,Alex Hannum,1923.0,201.0,95.0,1951
922,Alex Hannum,1923.0,201.0,95.0,1952
924,Alex Hannum,1923.0,201.0,95.0,1953
925,Alex Hannum,1923.0,201.0,95.0,1954
926,Alex Hannum,1923.0,201.0,95.0,1955
927,Alex Hannum,1923.0,201.0,95.0,1956
928,Alex Hannum,1923.0,201.0,95.0,1957
980,John Hargis,1920.0,188.0,81.0,1950
981,John Hargis,1920.0,188.0,81.0,1951
989,Bob Harris,1927.0,201.0,88.0,1950
990,Bob Harris,1927.0,201.0,88.0,1951
992,Bob Harris,1927.0,201.0,88.0,1952
993,Bob Harris,1927.0,201.0,88.0,1953
994,Bob Harris,1927.0,201.0,88.0,1954
1025,Bob Harrison,1927.0,201.0,88.0,1950
1026,Bob Harrison,1927.0,201.0,88.0,1951
1027,Bob Harrison,1927.0,201.0,88.0,1952
1028,Bob Harrison,1927.0,201.0,88.0,1953
1029,Bob Harrison,1927.0,201.0,88.0,1954
1031,Bob Harrison,1927.0,201.0,88.0,1955
1032,Bob Harrison,1927.0,201.0,88.0,1956
1033,Bob Harrison,1927.0,201.0,88.0,1957
1035,Bob Harrison,1927.0,201.0,88.0,1958
1124,Billy Hassett,1921.0,180.0,81.0,1950
1126,Billy Hassett,1921.0,180.0,81.0,1951
1133,Marshall Hawkins,1924.0,190.0,92.0,1950
1134,Bill Henry,1924.0,206.0,97.0,1949
1135,Bill Henry,1924.0,206.0,97.0,1950
1140,Bill Herman,1924.0,190.0,77.0,1950
1141,Kleggie Hermsen,1923.0,206.0,102.0,1947
1143,Kleggie Hermsen,1923.0,206.0,102.0,1948
1144,Kleggie Hermsen,1923.0,206.0,102.0,1949
1145,Kleggie Hermsen,1923.0,206.0,102.0,1950
1146,Kleggie Hermsen,1923.0,206.0,102.0,1951
1148,Kleggie Hermsen,1923.0,206.0,102.0,1953
1168,Sonny Hertzberg,1922.0,178.0,79.0,1947
1169,Sonny Hertzberg,1922.0,178.0,79.0,1948
1171,Sonny Hertzberg,1922.0,178.0,79.0,1949
1172,Sonny Hertzberg,1922.0,178.0,79.0,1950
1173,Sonny Hertzberg,1922.0,178.0,79.0,1951
1180,Paul Hoffman,1925.0,188.0,88.0,1948
1181,Paul Hoffman,1925.0,188.0,88.0,1950
1182,Paul Hoffman,1925.0,188.0,88.0,1951
1183,Paul Hoffman,1925.0,188.0,88.0,1953
1184,Paul Hoffman,1925.0,188.0,88.0,1954
1185,Paul Hoffman,1925.0,188.0,88.0,1955
1212,Joe Holland,1925.0,193.0,83.0,1950
1213,Joe Holland,1925.0,193.0,83.0,1951
1214,Joe Holland,1925.0,193.0,83.0,1952
1221,Red Holzman,1920.0,178.0,79.0,1949
1222,Red Holzman,1920.0,178.0,79.0,1950
1223,Red Holzman,1920.0,178.0,79.0,1951
1224,Red Holzman,1920.0,178.0,79.0,1952
1225,Red Holzman,1920.0,178.0,79.0,1953
1226,Red Holzman,1920.0,178.0,79.0,1954
1251,Gene James,1925.0,193.0,81.0,1949
1252,Gene James,1925.0,193.0,81.0,1950
1253,Gene James,1925.0,193.0,81.0,1951
1263,Howie Janotta,1924.0,190.0,83.0,1950
1264,Tony Jaros,1920.0,190.0,83.0,1947
1265,Tony Jaros,1920.0,190.0,83.0,1949
1266,Tony Jaros,1920.0,190.0,83.0,1950
1267,Tony Jaros,1920.0,190.0,83.0,1951
1272,Buddy Jeannette,1917.0,180.0,79.0,1948
1273,Buddy Jeannette,1917.0,180.0,79.0,1949
1274,Buddy Jeannette,1917.0,180.0,79.0,1950
1275,Arnie Johnson,1920.0,196.0,107.0,1949
1276,Arnie Johnson,1920.0,196.0,107.0,1950
1277,Arnie Johnson,1920.0,196.0,107.0,1951
1278,Arnie Johnson,1920.0,196.0,107.0,1952
1279,Arnie Johnson,1920.0,196.0,107.0,1953
1295,Ralph Johnson,1921.0,180.0,77.0,1950
1297,Ralph Johnson,1921.0,180.0,77.0,1951
1298,Ralph Johnson,1921.0,180.0,77.0,1952
1299,Ralph Johnson,1921.0,180.0,77.0,1953
1320,Noble Jorgensen,1925.0,206.0,103.0,1947
1321,Noble Jorgensen,1925.0,206.0,103.0,1950
1322,Noble Jorgensen,1925.0,206.0,103.0,1951
1324,Noble Jorgensen,1925.0,206.0,103.0,1952
1325,Noble Jorgensen,1925.0,206.0,103.0,1953
1350,George Kaftan,1928.0,190.0,86.0,1949
1351,George Kaftan,1928.0,190.0,86.0,1950
1352,George Kaftan,1928.0,190.0,86.0,1951
1353,George Kaftan,1928.0,190.0,86.0,1952
1354,George Kaftan,1928.0,190.0,86.0,1953
1370,Leo Katkaveck,1923.0,183.0,83.0,1949
1371,Leo Katkaveck,1923.0,183.0,83.0,1950
1372,Bob Kinney,1920.0,198.0,97.0,1949
1374,Bob Kinney,1920.0,198.0,97.0,1950
1375,Walt Kirk,1924.0,190.0,78.0,1949
1377,Walt Kirk,1924.0,190.0,78.0,1950
1379,Walt Kirk,1924.0,190.0,78.0,1952
1390,Leo Klier,1923.0,188.0,77.0,1949
1391,Leo Klier,1923.0,188.0,77.0,1950
1392,Lee Knorek,1921.0,201.0,97.0,1947
1393,Lee Knorek,1921.0,201.0,97.0,1948
1394,Lee Knorek,1921.0,201.0,97.0,1949
1395,Lee Knorek,1921.0,201.0,97.0,1950
1396,Milo Komenich,1920.0,201.0,96.0,1950
1397,Leo Kubiak,1927.0,180.0,72.0,1950
1398,Frank Kudelka,1925.0,188.0,87.0,1950
1399,Frank Kudelka,1925.0,188.0,87.0,1951
1401,Frank Kudelka,1925.0,188.0,87.0,1952
1402,Frank Kudelka,1925.0,188.0,87.0,1953
1422,Walt Lautenbach,1922.0,188.0,83.0,1950
1423,Tony Lavelli,1926.0,190.0,83.0,1950
1424,Tony Lavelli,1926.0,190.0,83.0,1951
1427,Ed Leede,1927.0,190.0,83.0,1950
1428,Ed Leede,1927.0,190.0,83.0,1951
1431,Andrew Levane,1920.0,188.0,86.0,1949
1432,Andrew Levane,1920.0,188.0,86.0,1950
1433,Andrew Levane,1920.0,188.0,86.0,1953
1437,Ron Livingstone,1925.0,208.0,99.0,1950
1439,Ron Livingstone,1925.0,208.0,99.0,1951
1446,Ray Lumpp,1923.0,185.0,80.0,1949
1448,Ray Lumpp,1923.0,185.0,80.0,1950
1449,Ray Lumpp,1923.0,185.0,80.0,1951
1450,Ray Lumpp,1923.0,185.0,80.0,1952
1451,Ray Lumpp,1923.0,185.0,80.0,1953
1481,Ed Macauley,1928.0,203.0,83.0,1950
1482,Ed Macauley,1928.0,203.0,83.0,1951
1483,Ed Macauley,1928.0,203.0,83.0,1952
1484,Ed Macauley,1928.0,203.0,83.0,1953
1485,Ed Macauley,1928.0,203.0,83.0,1954
1486,Ed Macauley,1928.0,203.0,83.0,1955
1487,Ed Macauley,1928.0,203.0,83.0,1956
1488,Ed Macauley,1928.0,203.0,83.0,1957
1489,Ed Macauley,1928.0,203.0,83.0,1958
1490,Ed Macauley,1928.0,203.0,83.0,1959
1581,John Mahnken,1922.0,203.0,99.0,1947
1582,John Mahnken,1922.0,203.0,99.0,1948
1583,John Mahnken,1922.0,203.0,99.0,1949
1586,John Mahnken,1922.0,203.0,99.0,1950
1589,John Mahnken,1922.0,203.0,99.0,1951
1591,John Mahnken,1922.0,203.0,99.0,1952
1592,John Mahnken,1922.0,203.0,99.0,1953
1665,John Mandic,1919.0,193.0,92.0,1949
1666,John Mandic,1919.0,193.0,92.0,1950
1671,Slater Martin,1925.0,178.0,77.0,1950
1672,Slater Martin,1925.0,178.0,77.0,1951
1673,Slater Martin,1925.0,178.0,77.0,1952
1674,Slater Martin,1925.0,178.0,77.0,1953
1675,Slater Martin,1925.0,178.0,77.0,1954
1676,Slater Martin,1925.0,178.0,77.0,1955
1677,Slater Martin,1925.0,178.0,77.0,1956
1678,Slater Martin,1925.0,178.0,77.0,1957
1680,Slater Martin,1925.0,178.0,77.0,1958
1681,Slater Martin,1925.0,178.0,77.0,1959
1682,Slater Martin,1925.0,178.0,77.0,1960
1815,Ariel Maughan,1923.0,193.0,86.0,1947
1816,Ariel Maughan,1923.0,193.0,86.0,1948
1818,Ariel Maughan,1923.0,193.0,86.0,1949
1819,Ariel Maughan,1923.0,193.0,86.0,1950
1820,Ariel Maughan,1923.0,193.0,86.0,1951
1827,Matt Mazza,1923.0,190.0,95.0,1950
1828,Mike McCarron,1922.0,180.0,81.0,1947
1829,Mike McCarron,1922.0,180.0,81.0,1950
1834,Mal McMullen,1927.0,196.0,95.0,1950
1835,Mal McMullen,1927.0,196.0,95.0,1951
1838,Dick Mehen,1922.0,196.0,88.0,1950
1839,Dick Mehen,1922.0,196.0,88.0,1951
1842,Dick Mehen,1922.0,196.0,88.0,1952
1863,Ken Menke,1922.0,183.0,76.0,1950
1864,Stan Miasek,1924.0,196.0,95.0,1950
1865,Stan Miasek,1924.0,196.0,95.0,1952
1866,Stan Miasek,1924.0,196.0,95.0,1953
1880,Ed Mikan,1925.0,203.0,104.0,1949
1881,Ed Mikan,1925.0,203.0,104.0,1950
1883,Ed Mikan,1925.0,203.0,104.0,1951
1886,Ed Mikan,1925.0,203.0,104.0,1952
1887,Ed Mikan,1925.0,203.0,104.0,1953
1889,Ed Mikan,1925.0,203.0,104.0,1954
1940,George Mikan,1924.0,208.0,111.0,1949
1941,George Mikan,1924.0,208.0,111.0,1950
1942,George Mikan,1924.0,208.0,111.0,1951
1943,George Mikan,1924.0,208.0,111.0,1952
1944,George Mikan,1924.0,208.0,111.0,1953
1945,George Mikan,1924.0,208.0,111.0,1954
1946,George Mikan,1924.0,208.0,111.0,1956
1982,Vern Mikkelsen,1928.0,201.0,104.0,1950
1983,Vern Mikkelsen,1928.0,201.0,104.0,1951
1984,Vern Mikkelsen,1928.0,201.0,104.0,1952
1985,Vern Mikkelsen,1928.0,201.0,104.0,1953
1986,Vern Mikkelsen,1928.0,201.0,104.0,1954
1987,Vern Mikkelsen,1928.0,201.0,104.0,1955
1988,Vern Mikkelsen,1928.0,201.0,104.0,1956
1989,Vern Mikkelsen,1928.0,201.0,104.0,1957
1990,Vern Mikkelsen,1928.0,201.0,104.0,1958
1991,Vern Mikkelsen,1928.0,201.0,104.0,1959
2082,Al Miksis,1928.0,201.0,95.0,1950
2083,Murray Mitchell,1923.0,201.0,95.0,1950
2084,Leo Mogus,1921.0,193.0,86.0,1947
2086,Leo Mogus,1921.0,193.0,86.0,1949
2089,Leo Mogus,1921.0,193.0,86.0,1950
2090,Leo Mogus,1921.0,193.0,86.0,1951
2098,Max Morris,1925.0,188.0,88.0,1950
2099,Joe Mullaney,1925.0,183.0,74.0,1950
2100,Jerry Nagel,1928.0,183.0,86.0,1950
2101,Jack Nichols,1926.0,201.0,100.0,1949
2102,Jack Nichols,1926.0,201.0,100.0,1950
2104,Jack Nichols,1926.0,201.0,100.0,1951
2105,Jack Nichols,1926.0,201.0,100.0,1953
2106,Jack Nichols,1926.0,201.0,100.0,1954
2108,Jack Nichols,1926.0,201.0,100.0,1955
2109,Jack Nichols,1926.0,201.0,100.0,1956
2110,Jack Nichols,1926.0,201.0,100.0,1957
2111,Jack Nichols,1926.0,201.0,100.0,1958
2189,Richie Niemiera,1921.0,185.0,74.0,1949
2190,Richie Niemiera,1921.0,185.0,74.0,1950
2195,Paul Noel,1924.0,193.0,83.0,1948
2196,Paul Noel,1924.0,193.0,83.0,1949
2197,Paul Noel,1924.0,193.0,83.0,1950
2198,Paul Noel,1924.0,193.0,83.0,1951
2199,Paul Noel,1924.0,193.0,83.0,1952
2210,Jim Nolan,1927.0,203.0,95.0,1950
2211,Johnny Norlander,1921.0,190.0,81.0,1947
2212,Johnny Norlander,1921.0,190.0,81.0,1948
2213,Johnny Norlander,1921.0,190.0,81.0,1949
2214,Johnny Norlander,1921.0,190.0,81.0,1950
2215,Johnny Norlander,1921.0,190.0,81.0,1951
2221,Mike Novak,1915.0,206.0,99.0,1949
2222,Mike Novak,1915.0,206.0,99.0,1950
2224,Mike Novak,1915.0,206.0,99.0,1954
2233,Dermie O'Connell,1928.0,183.0,78.0,1949
2234,Dermie O'Connell,1928.0,183.0,78.0,1950
2239,Andy O'Donnell,1925.0,185.0,81.0,1950
2240,Dick O'Keefe,1923.0,188.0,83.0,1948
2241,Dick O'Keefe,1923.0,188.0,83.0,1949
2242,Dick O'Keefe,1923.0,188.0,83.0,1950
2243,Dick O'Keefe,1923.0,188.0,83.0,1951
2248,John Oldham,1923.0,190.0,79.0,1950
2249,John Oldham,1923.0,190.0,79.0,1951
2252,Gene Ollrich,1922.0,180.0,72.0,1950
2253,Johnny Orr,1927.0,190.0,88.0,1950
2257,Don Otten,1921.0,208.0,108.0,1950
2259,Don Otten,1921.0,208.0,108.0,1951
2262,Don Otten,1921.0,208.0,108.0,1952
2264,Don Otten,1921.0,208.0,108.0,1953
2321,Mac Otten,1925.0,201.0,99.0,1950
2325,Red Owens,1925.0,190.0,83.0,1950
2327,Red Owens,1925.0,190.0,83.0,1952
2341,Easy Parham,1921.0,190.0,90.0,1949
2342,Easy Parham,1921.0,190.0,90.0,1950
2343,Easy Parham,1921.0,190.0,90.0,1951
2347,Jack Parkinson,1924.0,183.0,78.0,1950
2348,Charlie Parsley,1925.0,188.0,79.0,1950
2349,Stan Patrick,1922.0,188.0,83.0,1950
2353,Johnny Payak,1926.0,193.0,78.0,1950
2355,Johnny Payak,1926.0,193.0,78.0,1953
2362,Warren Perkins,1922.0,190.0,86.0,1950
2363,Warren Perkins,1922.0,190.0,86.0,1951
2366,Ed Peterson,1924.0,206.0,99.0,1950
2367,Ed Peterson,1924.0,206.0,99.0,1951
2375,Jack Phelan,1925.0,196.0,88.0,1950
2379,Andy Phillip,1922.0,188.0,88.0,1948
2380,Andy Phillip,1922.0,188.0,88.0,1949
2381,Andy Phillip,1922.0,188.0,88.0,1950
2382,Andy Phillip,1922.0,188.0,88.0,1951
2383,Andy Phillip,1922.0,188.0,88.0,1952
2384,Andy Phillip,1922.0,188.0,88.0,1953
2386,Andy Phillip,1922.0,188.0,88.0,1954
2387,Andy Phillip,1922.0,188.0,88.0,1955
2388,Andy Phillip,1922.0,188.0,88.0,1956
2389,Andy Phillip,1922.0,188.0,88.0,1957
2390,Andy Phillip,1922.0,188.0,88.0,1958
2475,Jim Pollard,1922.0,193.0,83.0,1949
2476,Jim Pollard,1922.0,193.0,83.0,1950
2477,Jim Pollard,1922.0,193.0,83.0,1951
2478,Jim Pollard,1922.0,193.0,83.0,1952
2479,Jim Pollard,1922.0,193.0,83.0,1953
2480,Jim Pollard,1922.0,193.0,83.0,1954
2481,Jim Pollard,1922.0,193.0,83.0,1955
2517,Les Pugh,1923.0,201.0,86.0,1950
2522,George Ratkovicz,1922.0,198.0,99.0,1950
2523,George Ratkovicz,1922.0,198.0,99.0,1951
2524,George Ratkovicz,1922.0,198.0,99.0,1952
2525,George Ratkovicz,1922.0,198.0,99.0,1953
2527,George Ratkovicz,1922.0,198.0,99.0,1954
2528,George Ratkovicz,1922.0,198.0,99.0,1955
2571,Don Ray,1921.0,196.0,86.0,1950
2572,Chick Reiser,1914.0,180.0,74.0,1948
2573,Chick Reiser,1914.0,180.0,74.0,1949
2574,Chick Reiser,1914.0,180.0,74.0,1950
2575,Arnie Risen,1924.0,206.0,90.0,1949
2576,Arnie Risen,1924.0,206.0,90.0,1950
2577,Arnie Risen,1924.0,206.0,90.0,1951
2578,Arnie Risen,1924.0,206.0,90.0,1952
2579,Arnie Risen,1924.0,206.0,90.0,1953
2580,Arnie Risen,1924.0,206.0,90.0,1954
2581,Arnie Risen,1924.0,206.0,90.0,1955
2582,Arnie Risen,1924.0,206.0,90.0,1956
2583,Arnie Risen,1924.0,206.0,90.0,1957
2584,Arnie Risen,1924.0,206.0,90.0,1958
2665,Tex Ritter,1924.0,188.0,83.0,1949
2666,Tex Ritter,1924.0,188.0,83.0,1950
2667,Tex Ritter,1924.0,188.0,83.0,1951
2671,Bill Roberts,1925.0,206.0,95.0,1949
2674,Bill Roberts,1925.0,206.0,95.0,1950
2675,Red Rocha,1923.0,206.0,83.0,1948
2676,Red Rocha,1923.0,206.0,83.0,1949
2677,Red Rocha,1923.0,206.0,83.0,1950
2678,Red Rocha,1923.0,206.0,83.0,1951
2679,Red Rocha,1923.0,206.0,83.0,1952
2680,Red Rocha,1923.0,206.0,83.0,1953
2681,Red Rocha,1923.0,206.0,83.0,1955
2682,Red Rocha,1923.0,206.0,83.0,1956
2683,Red Rocha,1923.0,206.0,83.0,1957
2738,Kenny Rollins,1923.0,183.0,76.0,1949
2739,Kenny Rollins,1923.0,183.0,76.0,1950
2740,Kenny Rollins,1923.0,183.0,76.0,1953
2744,Bob Royer,1927.0,178.0,70.0,1950
2745,Jerry Rullo,1923.0,178.0,74.0,1947
2746,Jerry Rullo,1923.0,178.0,74.0,1948
2747,Jerry Rullo,1923.0,178.0,74.0,1949
2748,Jerry Rullo,1923.0,178.0,74.0,1950
2749,Ed Sadowski,1917.0,196.0,108.0,1947
2751,Ed Sadowski,1917.0,196.0,108.0,1948
2752,Ed Sadowski,1917.0,196.0,108.0,1949
2753,Ed Sadowski,1917.0,196.0,108.0,1950
2761,Pep Saul,1924.0,188.0,83.0,1950
2762,Pep Saul,1924.0,188.0,83.0,1951
2763,Pep Saul,1924.0,188.0,83.0,1952
2765,Pep Saul,1924.0,188.0,83.0,1953
2766,Pep Saul,1924.0,188.0,83.0,1954
2767,Pep Saul,1924.0,188.0,83.0,1955
