,Player,born,height,weight,Year
71814,Fred Roberts,1960.0,208.0,98.0,1984
71815,Fred Roberts,1960.0,208.0,98.0,1985
71817,Fred Roberts,1960.0,208.0,98.0,1986
71818,Fred Roberts,1960.0,208.0,98.0,1987
71819,Fred Roberts,1960.0,208.0,98.0,1988
71820,Fred Roberts,1960.0,208.0,98.0,1989
71821,Fred Roberts,1960.0,208.0,98.0,1990
71822,Fred Roberts,1960.0,208.0,98.0,1991
71823,Fred Roberts,1960.0,208.0,98.0,1992
71824,Fred Roberts,1960.0,208.0,98.0,1993
71825,Fred Roberts,1960.0,208.0,98.0,1995
71826,Fred Roberts,1960.0,208.0,98.0,1996
71827,Fred Roberts,1960.0,208.0,98.0,1997
72010,Ralph Sampson,1960.0,224.0,103.0,1984
72011,Ralph Sampson,1960.0,224.0,103.0,1985
72012,Ralph Sampson,1960.0,224.0,103.0,1986
72013,Ralph Sampson,1960.0,224.0,103.0,1987
72014,Ralph Sampson,1960.0,224.0,103.0,1988
72016,Ralph Sampson,1960.0,224.0,103.0,1989
72017,Ralph Sampson,1960.0,224.0,103.0,1990
72018,Ralph Sampson,1960.0,224.0,103.0,1991
72019,Ralph Sampson,1960.0,224.0,103.0,1992
72110,Byron Scott,1961.0,190.0,88.0,1984
72111,Byron Scott,1961.0,190.0,88.0,1985
72112,Byron Scott,1961.0,190.0,88.0,1986
72113,Byron Scott,1961.0,190.0,88.0,1987
72114,Byron Scott,1961.0,190.0,88.0,1988
72115,Byron Scott,1961.0,190.0,88.0,1989
72116,Byron Scott,1961.0,190.0,88.0,1990
72117,Byron Scott,1961.0,190.0,88.0,1991
72118,Byron Scott,1961.0,190.0,88.0,1992
72119,Byron Scott,1961.0,190.0,88.0,1993
72120,Byron Scott,1961.0,190.0,88.0,1994
72121,Byron Scott,1961.0,190.0,88.0,1995
72122,Byron Scott,1961.0,190.0,88.0,1996
72123,Byron Scott,1961.0,190.0,88.0,1997
72306,Steve Stipanovich,1960.0,211.0,111.0,1984
72307,Steve Stipanovich,1960.0,211.0,111.0,1985
72308,Steve Stipanovich,1960.0,211.0,111.0,1986
72309,Steve Stipanovich,1960.0,211.0,111.0,1987
72310,Steve Stipanovich,1960.0,211.0,111.0,1988
72331,Jon Sundvold,1961.0,188.0,77.0,1984
72332,Jon Sundvold,1961.0,188.0,77.0,1985
72333,Jon Sundvold,1961.0,188.0,77.0,1986
72334,Jon Sundvold,1961.0,188.0,77.0,1987
72335,Jon Sundvold,1961.0,188.0,77.0,1988
72336,Jon Sundvold,1961.0,188.0,77.0,1989
72337,Jon Sundvold,1961.0,188.0,77.0,1990
72338,Jon Sundvold,1961.0,188.0,77.0,1991
72339,Jon Sundvold,1961.0,188.0,77.0,1992
72412,Dane Suttle,1961.0,190.0,86.0,1984
72413,Dane Suttle,1961.0,190.0,86.0,1985
72416,Jim Thomas,1960.0,190.0,86.0,1984
72417,Jim Thomas,1960.0,190.0,86.0,1985
72418,Jim Thomas,1960.0,190.0,86.0,1986
72419,Jim Thomas,1960.0,190.0,86.0,1991
72432,Paul Thompson,1961.0,198.0,95.0,1984
72433,Paul Thompson,1961.0,198.0,95.0,1985
72435,Paul Thompson,1961.0,198.0,95.0,1986
72448,Sedale Threatt,1961.0,188.0,79.0,1984
72449,Sedale Threatt,1961.0,188.0,79.0,1985
72450,Sedale Threatt,1961.0,188.0,79.0,1986
72451,Sedale Threatt,1961.0,188.0,79.0,1987
72453,Sedale Threatt,1961.0,188.0,79.0,1988
72455,Sedale Threatt,1961.0,188.0,79.0,1989
72456,Sedale Threatt,1961.0,188.0,79.0,1990
72457,Sedale Threatt,1961.0,188.0,79.0,1991
72458,Sedale Threatt,1961.0,188.0,79.0,1992
72459,Sedale Threatt,1961.0,188.0,79.0,1993
72460,Sedale Threatt,1961.0,188.0,79.0,1994
72461,Sedale Threatt,1961.0,188.0,79.0,1995
72462,Sedale Threatt,1961.0,188.0,79.0,1996
72463,Sedale Threatt,1961.0,188.0,79.0,1997
72704,Darrell Walker,1961.0,193.0,81.0,1984
72705,Darrell Walker,1961.0,193.0,81.0,1985
72706,Darrell Walker,1961.0,193.0,81.0,1986
72707,Darrell Walker,1961.0,193.0,81.0,1987
72708,Darrell Walker,1961.0,193.0,81.0,1988
72709,Darrell Walker,1961.0,193.0,81.0,1989
72710,Darrell Walker,1961.0,193.0,81.0,1990
72711,Darrell Walker,1961.0,193.0,81.0,1991
72712,Darrell Walker,1961.0,193.0,81.0,1992
72713,Darrell Walker,1961.0,193.0,81.0,1993
72825,Brant Weidner,1960.0,206.0,104.0,1984
72826,Mark West,1960.0,208.0,104.0,1984
72827,Mark West,1960.0,208.0,104.0,1985
72829,Mark West,1960.0,208.0,104.0,1986
72830,Mark West,1960.0,208.0,104.0,1987
72831,Mark West,1960.0,208.0,104.0,1988
72833,Mark West,1960.0,208.0,104.0,1989
72834,Mark West,1960.0,208.0,104.0,1990
72835,Mark West,1960.0,208.0,104.0,1991
72836,Mark West,1960.0,208.0,104.0,1992
72837,Mark West,1960.0,208.0,104.0,1993
72838,Mark West,1960.0,208.0,104.0,1994
72839,Mark West,1960.0,208.0,104.0,1995
72840,Mark West,1960.0,208.0,104.0,1996
72841,Mark West,1960.0,208.0,104.0,1997
72842,Mark West,1960.0,208.0,104.0,1998
72843,Mark West,1960.0,208.0,104.0,1999
72844,Mark West,1960.0,208.0,104.0,2000
73187,Ennis Whatley,1962.0,190.0,80.0,1984
73188,Ennis Whatley,1962.0,190.0,80.0,1985
73189,Ennis Whatley,1962.0,190.0,80.0,1986
73192,Ennis Whatley,1962.0,190.0,80.0,1987
73193,Ennis Whatley,1962.0,190.0,80.0,1988
73194,Ennis Whatley,1962.0,190.0,80.0,1989
73195,Ennis Whatley,1962.0,190.0,80.0,1992
73196,Ennis Whatley,1962.0,190.0,80.0,1994
73197,Ennis Whatley,1962.0,190.0,80.0,1995
73198,Ennis Whatley,1962.0,190.0,80.0,1997
73331,Mitchell Wiggins,1959.0,193.0,83.0,1984
73332,Mitchell Wiggins,1959.0,193.0,83.0,1985
73333,Mitchell Wiggins,1959.0,193.0,83.0,1986
73334,Mitchell Wiggins,1959.0,193.0,83.0,1987
73335,Mitchell Wiggins,1959.0,193.0,83.0,1990
73336,Mitchell Wiggins,1959.0,193.0,83.0,1992
73367,Kevin Williams,1961.0,188.0,79.0,1984
73368,Kevin Williams,1961.0,188.0,79.0,1985
73369,Kevin Williams,1961.0,188.0,79.0,1987
73370,Kevin Williams,1961.0,188.0,79.0,1988
73371,Kevin Williams,1961.0,188.0,79.0,1989
73403,Michael Wilson,1959.0,193.0,79.0,1984
73404,Michael Wilson,1959.0,193.0,79.0,1985
73406,Michael Wilson,1959.0,193.0,79.0,1987
73428,Randy Wittman,1959.0,198.0,95.0,1984
73429,Randy Wittman,1959.0,198.0,95.0,1985
73430,Randy Wittman,1959.0,198.0,95.0,1986
73431,Randy Wittman,1959.0,198.0,95.0,1987
73432,Randy Wittman,1959.0,198.0,95.0,1988
73433,Randy Wittman,1959.0,198.0,95.0,1989
73435,Randy Wittman,1959.0,198.0,95.0,1990
73436,Randy Wittman,1959.0,198.0,95.0,1991
73437,Randy Wittman,1959.0,198.0,95.0,1992
73528,Chuck Aleksinas,1959.0,211.0,117.0,1985
73529,Ron Anderson,1958.0,201.0,97.0,1985
73530,Ron Anderson,1958.0,201.0,97.0,1986
73532,Ron Anderson,1958.0,201.0,97.0,1987
73533,Ron Anderson,1958.0,201.0,97.0,1988
73534,Ron Anderson,1958.0,201.0,97.0,1989
73535,Ron Anderson,1958.0,201.0,97.0,1990
73536,Ron Anderson,1958.0,201.0,97.0,1991
73537,Ron Anderson,1958.0,201.0,97.0,1992
73538,Ron Anderson,1958.0,201.0,97.0,1993
73539,Ron Anderson,1958.0,201.0,97.0,1994
73673,Ken Bannister,1960.0,206.0,106.0,1985
73674,Ken Bannister,1960.0,206.0,106.0,1986
73675,Ken Bannister,1960.0,206.0,106.0,1989
73676,Ken Bannister,1960.0,206.0,106.0,1990
73677,Ken Bannister,1960.0,206.0,106.0,1991
73698,Charles Barkley,1963.0,198.0,114.0,1985
73699,Charles Barkley,1963.0,198.0,114.0,1986
73700,Charles Barkley,1963.0,198.0,114.0,1987
73701,Charles Barkley,1963.0,198.0,114.0,1988
73702,Charles Barkley,1963.0,198.0,114.0,1989
73703,Charles Barkley,1963.0,198.0,114.0,1990
73704,Charles Barkley,1963.0,198.0,114.0,1991
73705,Charles Barkley,1963.0,198.0,114.0,1992
73706,Charles Barkley,1963.0,198.0,114.0,1993
73707,Charles Barkley,1963.0,198.0,114.0,1994
73708,Charles Barkley,1963.0,198.0,114.0,1995
73709,Charles Barkley,1963.0,198.0,114.0,1996
73710,Charles Barkley,1963.0,198.0,114.0,1997
73711,Charles Barkley,1963.0,198.0,114.0,1998
73712,Charles Barkley,1963.0,198.0,114.0,1999
73713,Charles Barkley,1963.0,198.0,114.0,2000
73954,Cory Blackwell,1963.0,198.0,95.0,1985
73955,Sam Bowie,1961.0,216.0,106.0,1985
73956,Sam Bowie,1961.0,216.0,106.0,1986
73957,Sam Bowie,1961.0,216.0,106.0,1987
73958,Sam Bowie,1961.0,216.0,106.0,1989
73959,Sam Bowie,1961.0,216.0,106.0,1990
73960,Sam Bowie,1961.0,216.0,106.0,1991
73961,Sam Bowie,1961.0,216.0,106.0,1992
73962,Sam Bowie,1961.0,216.0,106.0,1993
73963,Sam Bowie,1961.0,216.0,106.0,1994
73964,Sam Bowie,1961.0,216.0,106.0,1995
74055,Frank Brickowski,1959.0,206.0,108.0,1985
74056,Frank Brickowski,1959.0,206.0,108.0,1986
74057,Frank Brickowski,1959.0,206.0,108.0,1987
74059,Frank Brickowski,1959.0,206.0,108.0,1988
74060,Frank Brickowski,1959.0,206.0,108.0,1989
74061,Frank Brickowski,1959.0,206.0,108.0,1990
74062,Frank Brickowski,1959.0,206.0,108.0,1991
74063,Frank Brickowski,1959.0,206.0,108.0,1992
74064,Frank Brickowski,1959.0,206.0,108.0,1993
74065,Frank Brickowski,1959.0,206.0,108.0,1994
74067,Frank Brickowski,1959.0,206.0,108.0,1996
74068,Frank Brickowski,1959.0,206.0,108.0,1997
74251,Tony Brown,1960.0,198.0,83.0,1985
74252,Tony Brown,1960.0,198.0,83.0,1986
74253,Tony Brown,1960.0,198.0,83.0,1987
74254,Tony Brown,1960.0,198.0,83.0,1989
74256,Tony Brown,1960.0,198.0,83.0,1990
74257,Tony Brown,1960.0,198.0,83.0,1991
74259,Tony Brown,1960.0,198.0,83.0,1992
74351,Steve Burtt,1962.0,188.0,83.0,1985
74352,Steve Burtt,1962.0,188.0,83.0,1988
74353,Steve Burtt,1962.0,188.0,83.0,1992
74354,Steve Burtt,1962.0,188.0,83.0,1993
74367,Tony Campbell,1962.0,201.0,97.0,1985
74368,Tony Campbell,1962.0,201.0,97.0,1986
74369,Tony Campbell,1962.0,201.0,97.0,1987
74370,Tony Campbell,1962.0,201.0,97.0,1988
74371,Tony Campbell,1962.0,201.0,97.0,1989
74372,Tony Campbell,1962.0,201.0,97.0,1990
74373,Tony Campbell,1962.0,201.0,97.0,1991
74374,Tony Campbell,1962.0,201.0,97.0,1992
74375,Tony Campbell,1962.0,201.0,97.0,1993
74376,Tony Campbell,1962.0,201.0,97.0,1994
74378,Tony Campbell,1962.0,201.0,97.0,1995
74511,Rick Carlisle,1959.0,196.0,95.0,1985
74512,Rick Carlisle,1959.0,196.0,95.0,1986
74513,Rick Carlisle,1959.0,196.0,95.0,1987
74514,Rick Carlisle,1959.0,196.0,95.0,1988
74515,Rick Carlisle,1959.0,196.0,95.0,1990
74536,Antoine Carr,1961.0,206.0,102.0,1985
74537,Antoine Carr,1961.0,206.0,102.0,1986
74538,Antoine Carr,1961.0,206.0,102.0,1987
74539,Antoine Carr,1961.0,206.0,102.0,1988
74540,Antoine Carr,1961.0,206.0,102.0,1989
74541,Antoine Carr,1961.0,206.0,102.0,1990
74543,Antoine Carr,1961.0,206.0,102.0,1991
74544,Antoine Carr,1961.0,206.0,102.0,1992
74545,Antoine Carr,1961.0,206.0,102.0,1993
74546,Antoine Carr,1961.0,206.0,102.0,1994
74547,Antoine Carr,1961.0,206.0,102.0,1995
74548,Antoine Carr,1961.0,206.0,102.0,1996
74549,Antoine Carr,1961.0,206.0,102.0,1997
74550,Antoine Carr,1961.0,206.0,102.0,1998
74551,Antoine Carr,1961.0,206.0,102.0,1999
74552,Antoine Carr,1961.0,206.0,102.0,2000
74825,Ron Cavenall,1959.0,216.0,104.0,1985
74826,Ron Cavenall,1959.0,216.0,104.0,1989
74829,Steve Colter,1962.0,190.0,74.0,1985
74830,Steve Colter,1962.0,190.0,74.0,1986
74831,Steve Colter,1962.0,190.0,74.0,1987
74833,Steve Colter,1962.0,190.0,74.0,1988
74835,Steve Colter,1962.0,190.0,74.0,1989
74836,Steve Colter,1962.0,190.0,74.0,1990
74837,Steve Colter,1962.0,190.0,74.0,1991
74838,Steve Colter,1962.0,190.0,74.0,1995
74929,Devin Durrant,1960.0,201.0,90.0,1985
74930,Devin Durrant,1960.0,201.0,90.0,1986
74933,Kenton Edelin,1962.0,203.0,92.0,1985
74934,Kenny Fields,1962.0,196.0,99.0,1985
74935,Kenny Fields,1962.0,196.0,99.0,1986
74936,Kenny Fields,1962.0,196.0,99.0,1987
74938,Kenny Fields,1962.0,196.0,99.0,1988
74959,Vern Fleming,1962.0,196.0,83.0,1985
74960,Vern Fleming,1962.0,196.0,83.0,1986
74961,Vern Fleming,1962.0,196.0,83.0,1987
74962,Vern Fleming,1962.0,196.0,83.0,1988
74963,Vern Fleming,1962.0,196.0,83.0,1989
74964,Vern Fleming,1962.0,196.0,83.0,1990
74965,Vern Fleming,1962.0,196.0,83.0,1991
74966,Vern Fleming,1962.0,196.0,83.0,1992
74967,Vern Fleming,1962.0,196.0,83.0,1993
74968,Vern Fleming,1962.0,196.0,83.0,1994
74969,Vern Fleming,1962.0,196.0,83.0,1995
74970,Vern Fleming,1962.0,196.0,83.0,1996
75103,Lancaster Gordon,1962.0,190.0,83.0,1985
75104,Lancaster Gordon,1962.0,190.0,83.0,1986
75105,Lancaster Gordon,1962.0,190.0,83.0,1987
75106,Lancaster Gordon,1962.0,190.0,83.0,1988
75119,Stuart Gray,1963.0,213.0,106.0,1985
75120,Stuart Gray,1963.0,213.0,106.0,1986
75121,Stuart Gray,1963.0,213.0,106.0,1987
75122,Stuart Gray,1963.0,213.0,106.0,1988
75123,Stuart Gray,1963.0,213.0,106.0,1989
75124,Stuart Gray,1963.0,213.0,106.0,1990
75126,Stuart Gray,1963.0,213.0,106.0,1991
75183,Mike Holton,1961.0,193.0,83.0,1985
75184,Mike Holton,1961.0,193.0,83.0,1986
75186,Mike Holton,1961.0,193.0,83.0,1987
75187,Mike Holton,1961.0,193.0,83.0,1988
75188,Mike Holton,1961.0,193.0,83.0,1989
75189,Mike Holton,1961.0,193.0,83.0,1990
75232,Jay Humphries,1962.0,190.0,83.0,1985
75233,Jay Humphries,1962.0,190.0,83.0,1986
75234,Jay Humphries,1962.0,190.0,83.0,1987
75235,Jay Humphries,1962.0,190.0,83.0,1988
75237,Jay Humphries,1962.0,190.0,83.0,1989
75238,Jay Humphries,1962.0,190.0,83.0,1990
75239,Jay Humphries,1962.0,190.0,83.0,1991
75240,Jay Humphries,1962.0,190.0,83.0,1992
75241,Jay Humphries,1962.0,190.0,83.0,1993
75242,Jay Humphries,1962.0,190.0,83.0,1994
75243,Jay Humphries,1962.0,190.0,83.0,1995
75401,Ralph Jackson,1962.0,188.0,86.0,1985
75402,Ozell Jones,1960.0,211.0,106.0,1985
75403,Ozell Jones,1960.0,211.0,106.0,1986
75406,Michael Jordan,1963.0,198.0,88.0,1985
75407,Michael Jordan,1963.0,198.0,88.0,1986
75408,Michael Jordan,1963.0,198.0,88.0,1987
75409,Michael Jordan,1963.0,198.0,88.0,1988
75410,Michael Jordan,1963.0,198.0,88.0,1989
75411,Michael Jordan,1963.0,198.0,88.0,1990
75412,Michael Jordan,1963.0,198.0,88.0,1991
75413,Michael Jordan,1963.0,198.0,88.0,1992
75414,Michael Jordan,1963.0,198.0,88.0,1993
75415,Michael Jordan,1963.0,198.0,88.0,1995
75416,Michael Jordan,1963.0,198.0,88.0,1996
75417,Michael Jordan,1963.0,198.0,88.0,1997
75418,Michael Jordan,1963.0,198.0,88.0,1998
75419,Michael Jordan,1963.0,198.0,88.0,2002
75420,Michael Jordan,1963.0,198.0,88.0,2003
75631,Jerome Kersey,1962.0,201.0,97.0,1985
75632,Jerome Kersey,1962.0,201.0,97.0,1986
75633,Jerome Kersey,1962.0,201.0,97.0,1987
75634,Jerome Kersey,1962.0,201.0,97.0,1988
75635,Jerome Kersey,1962.0,201.0,97.0,1989
75636,Jerome Kersey,1962.0,201.0,97.0,1990
75637,Jerome Kersey,1962.0,201.0,97.0,1991
75638,Jerome Kersey,1962.0,201.0,97.0,1992
75639,Jerome Kersey,1962.0,201.0,97.0,1993
75640,Jerome Kersey,1962.0,201.0,97.0,1994
75641,Jerome Kersey,1962.0,201.0,97.0,1995
75642,Jerome Kersey,1962.0,201.0,97.0,1996
75643,Jerome Kersey,1962.0,201.0,97.0,1997
75644,Jerome Kersey,1962.0,201.0,97.0,1998
75645,Jerome Kersey,1962.0,201.0,97.0,1999
75646,Jerome Kersey,1962.0,201.0,97.0,2000
75647,Jerome Kersey,1962.0,201.0,97.0,2001
75920,Tim McCormick,1962.0,211.0,108.0,1985
75921,Tim McCormick,1962.0,211.0,108.0,1986
75922,Tim McCormick,1962.0,211.0,108.0,1987
75923,Tim McCormick,1962.0,211.0,108.0,1988
75925,Tim McCormick,1962.0,211.0,108.0,1989
75926,Tim McCormick,1962.0,211.0,108.0,1990
75927,Tim McCormick,1962.0,211.0,108.0,1991
75928,Tim McCormick,1962.0,211.0,108.0,1992
76001,Jay Murphy,1962.0,206.0,99.0,1985
76002,Jay Murphy,1962.0,206.0,99.0,1986
76003,Jay Murphy,1962.0,206.0,99.0,1987
76004,Jay Murphy,1962.0,206.0,99.0,1988
76017,Sam Perkins,1961.0,206.0,106.0,1985
76018,Sam Perkins,1961.0,206.0,106.0,1986
76019,Sam Perkins,1961.0,206.0,106.0,1987
76020,Sam Perkins,1961.0,206.0,106.0,1988
76021,Sam Perkins,1961.0,206.0,106.0,1989
76022,Sam Perkins,1961.0,206.0,106.0,1990
76023,Sam Perkins,1961.0,206.0,106.0,1991
76024,Sam Perkins,1961.0,206.0,106.0,1992
76025,Sam Perkins,1961.0,206.0,106.0,1993
76027,Sam Perkins,1961.0,206.0,106.0,1994
76028,Sam Perkins,1961.0,206.0,106.0,1995
76029,Sam Perkins,1961.0,206.0,106.0,1996
76030,Sam Perkins,1961.0,206.0,106.0,1997
76031,Sam Perkins,1961.0,206.0,106.0,1998
76032,Sam Perkins,1961.0,206.0,106.0,1999
76033,Sam Perkins,1961.0,206.0,106.0,2000
76034,Sam Perkins,1961.0,206.0,106.0,2001
76341,Jim Petersen,1962.0,208.0,106.0,1985
76342,Jim Petersen,1962.0,208.0,106.0,1986
76343,Jim Petersen,1962.0,208.0,106.0,1987
76344,Jim Petersen,1962.0,208.0,106.0,1988
76345,Jim Petersen,1962.0,208.0,106.0,1989
76346,Jim Petersen,1962.0,208.0,106.0,1990
76347,Jim Petersen,1962.0,208.0,106.0,1991
76348,Jim Petersen,1962.0,208.0,106.0,1992
76405,Gary Plummer,1962.0,206.0,97.0,1985
76406,Gary Plummer,1962.0,206.0,97.0,1993
76409,David Pope,1962.0,201.0,99.0,1985
76410,David Pope,1962.0,201.0,99.0,1986
76413,Alvin Robertson,1962.0,190.0,83.0,1985
76414,Alvin Robertson,1962.0,190.0,83.0,1986
76415,Alvin Robertson,1962.0,190.0,83.0,1987
76416,Alvin Robertson,1962.0,190.0,83.0,1988
76417,Alvin Robertson,1962.0,190.0,83.0,1989
76418,Alvin Robertson,1962.0,190.0,83.0,1990
76419,Alvin Robertson,1962.0,190.0,83.0,1991
76420,Alvin Robertson,1962.0,190.0,83.0,1992
76421,Alvin Robertson,1962.0,190.0,83.0,1993
76423,Alvin Robertson,1962.0,190.0,83.0,1996
76534,Wayne Sappleton,1960.0,206.0,97.0,1985
76535,Tom Scheffler,1954.0,211.0,108.0,1985
76536,John Schweitz,1960.0,198.0,95.0,1985
76537,John Schweitz,1960.0,198.0,95.0,1987
76540,Tom Sewell,1962.0,196.0,83.0,1985
76541,Charlie Sitton,1962.0,203.0,95.0,1985
76542,Tom Sluby,1962.0,193.0,90.0,1985
76543,Terence Stansbury,1961.0,196.0,77.0,1985
76544,Terence Stansbury,1961.0,196.0,77.0,1986
76545,Terence Stansbury,1961.0,196.0,77.0,1987
76552,John Stockton,1962.0,185.0,77.0,1985
76553,John Stockton,1962.0,185.0,77.0,1986
76554,John Stockton,1962.0,185.0,77.0,1987
76555,John Stockton,1962.0,185.0,77.0,1988
76556,John Stockton,1962.0,185.0,77.0,1989
76557,John Stockton,1962.0,185.0,77.0,1990
76558,John Stockton,1962.0,185.0,77.0,1991
76559,John Stockton,1962.0,185.0,77.0,1992
76560,John Stockton,1962.0,185.0,77.0,1993
76561,John Stockton,1962.0,185.0,77.0,1994
76562,John Stockton,1962.0,185.0,77.0,1995
76563,John Stockton,1962.0,185.0,77.0,1996
76564,John Stockton,1962.0,185.0,77.0,1997
76565,John Stockton,1962.0,185.0,77.0,1998
76566,John Stockton,1962.0,185.0,77.0,1999
76567,John Stockton,1962.0,185.0,77.0,2000
76568,John Stockton,1962.0,185.0,77.0,2001
76569,John Stockton,1962.0,185.0,77.0,2002
76570,John Stockton,1962.0,185.0,77.0,2003
76913,Peter Thibeaux,1961.0,201.0,95.0,1985
76914,Peter Thibeaux,1961.0,201.0,95.0,1986
76917,Bernard Thompson,1962.0,198.0,95.0,1985
76918,Bernard Thompson,1962.0,198.0,95.0,1986
76919,Bernard Thompson,1962.0,198.0,95.0,1987
76920,Bernard Thompson,1962.0,198.0,95.0,1988
76921,Bernard Thompson,1962.0,198.0,95.0,1989
76942,Otis Thorpe,1962.0,206.0,102.0,1985
76943,Otis Thorpe,1962.0,206.0,102.0,1986
76944,Otis Thorpe,1962.0,206.0,102.0,1987
76945,Otis Thorpe,1962.0,206.0,102.0,1988
76946,Otis Thorpe,1962.0,206.0,102.0,1989
76947,Otis Thorpe,1962.0,206.0,102.0,1990
76948,Otis Thorpe,1962.0,206.0,102.0,1991
76949,Otis Thorpe,1962.0,206.0,102.0,1992
76950,Otis Thorpe,1962.0,206.0,102.0,1993
76951,Otis Thorpe,1962.0,206.0,102.0,1994
76952,Otis Thorpe,1962.0,206.0,102.0,1995
76954,Otis Thorpe,1962.0,206.0,102.0,1996
76955,Otis Thorpe,1962.0,206.0,102.0,1997
76956,Otis Thorpe,1962.0,206.0,102.0,1998
76958,Otis Thorpe,1962.0,206.0,102.0,1999
76959,Otis Thorpe,1962.0,206.0,102.0,2000
76960,Otis Thorpe,1962.0,206.0,102.0,2001
77303,Jeff Turner,1962.0,206.0,104.0,1985
77304,Jeff Turner,1962.0,206.0,104.0,1986
77305,Jeff Turner,1962.0,206.0,104.0,1987
77306,Jeff Turner,1962.0,206.0,104.0,1990
77307,Jeff Turner,1962.0,206.0,104.0,1991
77308,Jeff Turner,1962.0,206.0,104.0,1992
77309,Jeff Turner,1962.0,206.0,104.0,1993
77310,Jeff Turner,1962.0,206.0,104.0,1994
77311,Jeff Turner,1962.0,206.0,104.0,1995
77312,Jeff Turner,1962.0,206.0,104.0,1996
77403,Melvin Turpin,1960.0,211.0,108.0,1985
77404,Melvin Turpin,1960.0,211.0,108.0,1986
77405,Melvin Turpin,1960.0,211.0,108.0,1987
77406,Melvin Turpin,1960.0,211.0,108.0,1988
77407,Melvin Turpin,1960.0,211.0,108.0,1990
77428,Willie White,1962.0,190.0,88.0,1985
77429,Willie White,1962.0,190.0,88.0,1986
77432,Eddie Lee,1962.0,190.0,88.0,1985
77433,Eddie Lee,1962.0,190.0,88.0,1987
77434,Eddie Lee,1962.0,190.0,88.0,1989
77435,Eddie Lee,1962.0,190.0,88.0,1990
77436,Eddie Lee,1962.0,190.0,88.0,1991
77437,Eddie Lee,1962.0,190.0,88.0,1993
77468,Dale Wilkinson,1960.0,208.0,99.0,1985
78052,Othell Wilson,1961.0,183.0,86.0,1985
78053,Othell Wilson,1961.0,183.0,86.0,1987
78056,Leon Wood,1962.0,190.0,83.0,1985
78057,Leon Wood,1962.0,190.0,83.0,1986
78059,Leon Wood,1962.0,190.0,83.0,1987
78060,Leon Wood,1962.0,190.0,83.0,1988
78062,Leon Wood,1962.0,190.0,83.0,1990
78063,Leon Wood,1962.0,190.0,83.0,1991
78120,Danny Young,1962.0,190.0,79.0,1985
78121,Danny Young,1962.0,190.0,79.0,1986
78122,Danny Young,1962.0,190.0,79.0,1987
78123,Danny Young,1962.0,190.0,79.0,1988
78124,Danny Young,1962.0,190.0,79.0,1989
78125,Danny Young,1962.0,190.0,79.0,1990
78126,Danny Young,1962.0,190.0,79.0,1991
78127,Danny Young,1962.0,190.0,79.0,1992
78129,Danny Young,1962.0,190.0,79.0,1993
78130,Danny Young,1962.0,190.0,79.0,1995
78241,John Battle,1962.0,188.0,79.0,1986
78242,John Battle,1962.0,188.0,79.0,1987
78243,John Battle,1962.0,188.0,79.0,1988
78244,John Battle,1962.0,188.0,79.0,1989
78245,John Battle,1962.0,188.0,79.0,1990
78246,John Battle,1962.0,188.0,79.0,1991
78247,John Battle,1962.0,188.0,79.0,1992
78248,John Battle,1962.0,188.0,79.0,1993
78249,John Battle,1962.0,188.0,79.0,1994
78250,John Battle,1962.0,188.0,79.0,1995
78341,Benoit Benjamin,1964.0,213.0,113.0,1986
78342,Benoit Benjamin,1964.0,213.0,113.0,1987
78343,Benoit Benjamin,1964.0,213.0,113.0,1988
78344,Benoit Benjamin,1964.0,213.0,113.0,1989
78345,Benoit Benjamin,1964.0,213.0,113.0,1990
78346,Benoit Benjamin,1964.0,213.0,113.0,1991
78348,Benoit Benjamin,1964.0,213.0,113.0,1992
78349,Benoit Benjamin,1964.0,213.0,113.0,1993
78351,Benoit Benjamin,1964.0,213.0,113.0,1994
78352,Benoit Benjamin,1964.0,213.0,113.0,1995
78353,Benoit Benjamin,1964.0,213.0,113.0,1996
78355,Benoit Benjamin,1964.0,213.0,113.0,1997
78356,Benoit Benjamin,1964.0,213.0,113.0,1998
78357,Benoit Benjamin,1964.0,213.0,113.0,1999
78358,Benoit Benjamin,1964.0,213.0,113.0,2000
78665,Uwe Blab,1962.0,216.0,114.0,1986
78666,Uwe Blab,1962.0,216.0,114.0,1987
78667,Uwe Blab,1962.0,216.0,114.0,1988
78668,Uwe Blab,1962.0,216.0,114.0,1989
78669,Uwe Blab,1962.0,216.0,114.0,1990
78701,Manute Bol,1962.0,231.0,90.0,1986
78702,Manute Bol,1962.0,231.0,90.0,1987
78703,Manute Bol,1962.0,231.0,90.0,1988
78704,Manute Bol,1962.0,231.0,90.0,1989
78705,Manute Bol,1962.0,231.0,90.0,1990
78706,Manute Bol,1962.0,231.0,90.0,1991
78707,Manute Bol,1962.0,231.0,90.0,1992
78708,Manute Bol,1962.0,231.0,90.0,1993
78709,Manute Bol,1962.0,231.0,90.0,1994
78712,Manute Bol,1962.0,231.0,90.0,1995
78845,Mike Brittain,1963.0,213.0,106.0,1986
78846,Mike Brittain,1963.0,213.0,106.0,1987
78849,Terry Catledge,1963.0,203.0,99.0,1986
78850,Terry Catledge,1963.0,203.0,99.0,1987
78851,Terry Catledge,1963.0,203.0,99.0,1988
78852,Terry Catledge,1963.0,203.0,99.0,1989
78853,Terry Catledge,1963.0,203.0,99.0,1990
78854,Terry Catledge,1963.0,203.0,99.0,1991
